TRACK_DATA_position;TRACK_DATA_height;TRACK_DATA_radius
1660;0.25;97
1661;0.25;97
1662;0.26;97
1663;0.26;97
1664;0.27;97
1665;0.27;97
1666;0.27;97
1667;0.28;97
1668;0.28;97
1669;0.29;97
1670;0.29;97
1671;0.30;97
1672;0.30;97
1673;0.30;97
1674;0.31;97
1675;0.31;97
1676;0.32;97
1677;0.32;97
1678;0.32;97
1679;0.33;97
1680;0.33;97
1681;0.34;97
1682;0.34;97
1683;0.34;97
1684;0.35;97
1685;0.35;97
1686;0.36;97
1687;0.36;97
1688;0.36;97
1689;0.37;97
1690;0.37;97
1691;0.38;97
1692;0.38;97
1693;0.38;97
1694;0.39;97
1695;0.39;97
1696;0.39;97
1697;0.40;97
1698;0.40;97
1699;0.41;97
1700;0.41;97
1701;0.41;97
1702;0.42;97
1703;0.42;97
1704;0.42;97
1705;0.43;97
1706;0.43;97
1707;0.43;97
1708;0.44;97
1709;0.44;97
1710;0.44;97
1711;0.45;97
1712;0.45;97
1713;0.45;97
1714;0.46;97
1715;0.46;97
1716;0.46;97
1717;0.46;97
1718;0.47;97
1719;0.47;97
1720;0.47;97
1721;0.48;97
1722;0.48;97
1723;0.48;97
1724;0.48;97
1725;0.49;97
1726;0.49;97
1727;0.49;97
1728;0.50;97
1729;0.50;97
1730;0.50;97
1731;0.50;97
1732;0.51;97
1733;0.51;97
1734;0.51;97
1735;0.51;97
1736;0.52;97
1737;0.52;97
1738;0.52;97
1739;0.52;97
1740;0.53;97
1741;0.53;97
1742;0.53;97
1743;0.53;97
1744;0.54;97
1745;0.54;97
1746;0.54;97
1747;0.54;97
1748;0.55;97
1749;0.55;97
1750;0.55;97
1751;0.56;97
1752;0.56;97
1753;0.56;97
1754;0.56;97
1755;0.57;97
1756;0.57;97
1757;0.57;97
1758;0.58;97
1759;0.58;97
1760;0.58;97
1761;0.59;97
1762;0.59;97
1763;0.59;97
1764;0.59;97
1765;0.59;97
1766;0.59;97
1767;0.60;97
1768;0.60;97
1769;0.60;97
1770;0.60;97
1771;0.60;97
1772;0.60;97
1773;0.60;97
